occurrenceID	scientificName	order	family	genus	specificEpithet	country	institutionCode	catalogNumber	recordedBy	recordNumber	dynamicProperties	associatedSequences	basisOfRecord	kingdom
s27761	Dipodium squamatum	Asparagales	Orchidaceae	Dipodium	squamatum		CANB	CANB 808733	Purdie, R.W.	8392	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dipodium_squamatum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599277	MaterialCitation	Plantae
s00832	Disa uniflora	Asparagales	Orchidaceae	Disa	uniflora	South Africa	K		Chase, M.W.	26460	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Disa_uniflora", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5006167	MaterialCitation	Plantae
s28451	Diuris abbreviata	Asparagales	Orchidaceae	Diuris	abbreviata	Australia	K	K000827102	Stuart, C.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Diuris_abbreviata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622651	MaterialCitation	Plantae
s27763	Diuris aurea	Asparagales	Orchidaceae	Diuris	aurea		CANB	CANB 768470	Clements, M.A.	11448	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Diuris_aurea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599278	MaterialCitation	Plantae
s30759	Diuris orientis	Asparagales	Orchidaceae	Diuris	orientis						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Diuris_orientis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR12619956	MaterialCitation	Plantae
s26181	Domingoa haematochila	Asparagales	Orchidaceae	Domingoa	haematochila		K		Ekman	2050	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Domingoa_haematochila", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622546	MaterialCitation	Plantae
s16721	Draconanthes aberrans	Asparagales	Orchidaceae	Draconanthes	aberrans		L				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Draconanthes_aberrans", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621580	MaterialCitation	Plantae
s25895	Dracula psittacina	Asparagales	Orchidaceae	Dracula	psittacina		K		Perez-Escobar, O.A.	P28	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dracula_psittacina", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622457	MaterialCitation	Plantae
s18409	Drakaea elastica	Asparagales	Orchidaceae	Drakaea	elastica		PERTH		Barrett, M.D.	3297	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Drakaea_elastica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040742	MaterialCitation	Plantae
s29189	Drakaea thynniphila	Asparagales	Orchidaceae	Drakaea	thynniphila		CANB	CANB 653895	French, C.J.	5595	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Drakaea_thynniphila", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599279	MaterialCitation	Plantae
s16723	Dresslerella hispida	Asparagales	Orchidaceae	Dresslerella	hispida		L				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dresslerella_hispida", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621581	MaterialCitation	Plantae
s25881	Dryadella simula	Asparagales	Orchidaceae	Dryadella	simula		K		HBL	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dryadella_simula", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622450	MaterialCitation	Plantae
s25747	Dryadorchis huliorum	Asparagales	Orchidaceae	Dryadorchis	huliorum		K	K000546421	Reeve, T.M.	624	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dryadorchis_huliorum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622421	MaterialCitation	Plantae
s25637	Drymoanthus adversus	Asparagales	Orchidaceae	Drymoanthus	adversus		K	K000546451	Moore, L.B.	CHR174954	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Drymoanthus_adversus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622380	MaterialCitation	Plantae
s27765	Drymoanthus minutus	Asparagales	Orchidaceae	Drymoanthus	minutus		CANB	CANB 571836	Gray, B.	8308	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Drymoanthus_minutus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599280	MaterialCitation	Plantae
s25901	Duckeella adolphii	Asparagales	Orchidaceae	Duckeella	adolphii		K		Maguire	41799	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Duckeella_adolphii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622460	MaterialCitation	Plantae
s25723	Dyakia hendersoniana	Asparagales	Orchidaceae	Dyakia	hendersoniana		K	K000546413	Lamb, A. AL SAR	270/86	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dyakia_hendersoniana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622411	MaterialCitation	Plantae
s01011	Earina autumnalis	Asparagales	Orchidaceae	Earina	autumnalis		K		Chase, M.W.	89003	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Earina_autumnalis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033242	MaterialCitation	Plantae
s25893	Echinosepala sempergemmata	Asparagales	Orchidaceae	Echinosepala	sempergemmata		K		Bogarin, D.	5715	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Echinosepala_sempergemmata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622456	MaterialCitation	Plantae
s26177	Encyclia acutifolia	Asparagales	Orchidaceae	Encyclia	acutifolia		K		Ekman	2589	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Encyclia_acutifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622545	MaterialCitation	Plantae
s26173	Encyclia gracilis	Asparagales	Orchidaceae	Encyclia	gracilis		K		Leonard, E.C.	12773	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Encyclia_gracilis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622544	MaterialCitation	Plantae
s27767	Epiblema grandiflorum	Asparagales	Orchidaceae	Epiblema	grandiflorum		CANB	CANB 648316	French, C.J.	3283	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Epiblema_grandiflorum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599282	MaterialCitation	Plantae
s16727	Epidendrum angustisegmentum	Asparagales	Orchidaceae	Epidendrum	angustisegmentum		L				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Epidendrum_angustisegmentum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621583	MaterialCitation	Plantae
s28347	Epidendrum nora-mesae	Asparagales	Orchidaceae	Epidendrum	nora-mesae		K				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Epidendrum_nora_mesae", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622621	MaterialCitation	Plantae
s25883	Epidendrum talamancanum	Asparagales	Orchidaceae	Epidendrum	talamancanum		K		A. K.	6096	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Epidendrum_talamancanum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622451	MaterialCitation	Plantae
s20341	Epipactis purpurata	Asparagales	Orchidaceae	Epipactis	purpurata						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Epipactis_purpurata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7030605	MaterialCitation	Plantae
s24165	Epipogium roseum	Asparagales	Orchidaceae	Epipogium	roseum						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Epipogium_roseum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR6008326	MaterialCitation	Plantae
s01073	Eria javanica	Asparagales	Orchidaceae	Eria	javanica		K				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Eria_javanica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033228	MaterialCitation	Plantae
s27769	Eriochilus cucullatus	Asparagales	Orchidaceae	Eriochilus	cucullatus		CANB	CANB 651325	Wapstra, H.	ORG578	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Eriochilus_cucullatus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599285	MaterialCitation	Plantae
s01012	Eriopsis rutidobulbon	Asparagales	Orchidaceae	Eriopsis	rutidobulbon		K		Whitten	F-228	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Eriopsis_rutidobulbon", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033241	MaterialCitation	Plantae
s20367	Erycina crista-galli	Asparagales	Orchidaceae	Erycina	crista-galli						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Erycina_crista_galli", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7649989	MaterialCitation	Plantae
s25945	Erycina pusilla	Asparagales	Orchidaceae	Erycina	pusilla		K		Krukoff, B.A.	6540	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Erycina_pusilla", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622475	MaterialCitation	Plantae
s26259	Erythrorchis altissima	Asparagales	Orchidaceae	Erythrorchis	altissima		K		Mendum	29022	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Erythrorchis_altissima", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622573	MaterialCitation	Plantae
s27771	Erythrorchis cassythoides	Asparagales	Orchidaceae	Erythrorchis	cassythoides		CANB	CANB 599003	Copeland, L.M.	3781	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Erythrorchis_cassythoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599286	MaterialCitation	Plantae
s29201	Eulophia graminea	Asparagales	Orchidaceae	Eulophia	graminea		CANB	CANB 818216	Westaway, J.O.	4143	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Eulophia_graminea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599288	MaterialCitation	Plantae
s01104	Eulophia guineensis	Asparagales	Orchidaceae	Eulophia	guineensis	Zambia	K		Bone, R.E.	315	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Eulophia_guineensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033288	MaterialCitation	Plantae
s28423	Funkiella hyemalis	Asparagales	Orchidaceae	Funkiella	hyemalis		K		Balls, E.K.	5634	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Funkiella_hyemalis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622642	MaterialCitation	Plantae
s25745	Gastrochilus sororius	Asparagales	Orchidaceae	Gastrochilus	sororius		K	K000546438	SBGO	5018	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Gastrochilus_sororius", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622420	MaterialCitation	Plantae
s24553	Gastrodia elata	Asparagales	Orchidaceae	Gastrodia	elata						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Gastrodia_elata", "phyloTreeFileName": "global_tree_renamed.nex"}]}		MaterialCitation	Plantae
s29099	Gastrorchis humblotii	Asparagales	Orchidaceae	Gastrorchis	humblotii						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Gastrorchis_humblotii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR13390747	MaterialCitation	Plantae
s28371	Gavilea lutea	Asparagales	Orchidaceae	Gavilea	lutea		K		Garder	3869	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Gavilea_lutea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622623	MaterialCitation	Plantae
s25913	Geesinkorchis alaticallosa	Asparagales	Orchidaceae	Geesinkorchis	alaticallosa		K		Lamb, A.	351	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Geesinkorchis_alaticallosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622462	MaterialCitation	Plantae
s28469	Genoplesium fimbriatum	Asparagales	Orchidaceae	Genoplesium	fimbriatum		K		Sidney	1834	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Genoplesium_fimbriatum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622659	MaterialCitation	Plantae
s27777	Geodorum densiflorum	Asparagales	Orchidaceae	Geodorum	densiflorum		CANB	CANB 599480	Gray, B.	8887	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Geodorum_densiflorum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599290	MaterialCitation	Plantae
s28403	Gonatostylis vieillardii	Asparagales	Orchidaceae	Gonatostylis	vieillardii	New Caledonia	K	K000482513	Mackee, H.S.	43312	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Gonatostylis_vieillardii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622634	MaterialCitation	Plantae
s18251	Goodyera pubescens	Asparagales	Orchidaceae	Goodyera	pubescens						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Goodyera_pubescens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040739	MaterialCitation	Plantae
s29199	Goodyera umbrosa	Asparagales	Orchidaceae	Goodyera	umbrosa		CANB	CANB 676421	Jones, D.L.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Goodyera_umbrosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599287	MaterialCitation	Plantae
s26235	Govenia utriculata	Asparagales	Orchidaceae	Govenia	utriculata		K		Phillips, B.R.	152	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Govenia_utriculata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622567	MaterialCitation	Plantae
s25923	Grobya galeata	Asparagales	Orchidaceae	Grobya	galeata		K		Chase	86201	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Grobya_galeata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622466	MaterialCitation	Plantae
s26305	Guanchezia maguirei	Asparagales	Orchidaceae	Guanchezia	maguirei		K		Maguire, B.	28093	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Guanchezia_maguirei", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622586	MaterialCitation	Plantae
s25871	Guarianthe skinneri	Asparagales	Orchidaceae	Guarianthe	skinneri		K		Bogarin, D.	2607	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Guarianthe_skinneri", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622445	MaterialCitation	Plantae
s04947	Gymnadenia conopsea	Asparagales	Orchidaceae	Gymnadenia	conopsea	France	K				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Gymnadenia_conopsea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033555	MaterialCitation	Plantae
s16729	Habenaria arenaria	Asparagales	Orchidaceae	Habenaria	arenaria		L				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Habenaria_arenaria", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621584	MaterialCitation	Plantae
s31554	Habenaria pantlingiana	Asparagales	Orchidaceae	Habenaria	pantlingiana						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Habenaria_pantlingiana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR1867575	MaterialCitation	Plantae
s28521	Habenaria repens	Asparagales	Orchidaceae	Habenaria	repens		K	K001425112	Ekman, E.L.	7916	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Habenaria_repens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622673	MaterialCitation	Plantae
s28391	Hetaeria occidentalis	Asparagales	Orchidaceae	Hetaeria	occidentalis	0	K	K000242184	Punch, C.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Hetaeria_occidentalis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622631	MaterialCitation	Plantae
s04949	Himantoglossum robertianum	Asparagales	Orchidaceae	Himantoglossum	robertianum	Greece	K		Chase, M.W.	163576	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Himantoglossum_robertianum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033556	MaterialCitation	Plantae
s25997	Holcoglossum flavescens	Asparagales	Orchidaceae	Holcoglossum	flavescens		K		Roberts	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Holcoglossum_flavescens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622487	MaterialCitation	Plantae
s25769	Hymenorchis sp.	Asparagales	Orchidaceae	Hymenorchis	sp.		K	K000546382	Reeve, T.M.	1052	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Hymenorchis_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622430	MaterialCitation	Plantae
s25955	Ionopsis burchellii	Asparagales	Orchidaceae	Ionopsis	burchellii		K		Burchell	9708	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Ionopsis_burchellii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622478	MaterialCitation	Plantae
s26353	Isochilus linearis	Asparagales	Orchidaceae	Isochilus	linearis		K		Maxon, WR	10262	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Isochilus_linearis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622603	MaterialCitation	Plantae
s26245	Jacquiniella globosa	Asparagales	Orchidaceae	Jacquiniella	globosa		K		Ekman, E.L.	12372	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Jacquiniella_globosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622569	MaterialCitation	Plantae
s26243	Jacquiniella teretifolia	Asparagales	Orchidaceae	Jacquiniella	teretifolia		K		Ekman, E.L.	12371	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Jacquiniella_teretifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622568	MaterialCitation	Plantae
s25767	Jejewoodia jiewhoei	Asparagales	Orchidaceae	Jejewoodia	jiewhoei		K	K000546505	Beaman, J.H.	10673	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Jejewoodia_jiewhoei", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622429	MaterialCitation	Plantae
s26345	Koellensteinia florida	Asparagales	Orchidaceae	Koellensteinia	florida		K		Harley, R.M	23034	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Koellensteinia_florida", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622600	MaterialCitation	Plantae
s28395	Kreodanthus crispifolius	Asparagales	Orchidaceae	Kreodanthus	crispifolius		K		Madison, M.T.	6898	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Kreodanthus_crispifolius", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622632	MaterialCitation	Plantae
s25749	Lemurella culicifera	Asparagales	Orchidaceae	Lemurella	culicifera		K	K000546419	Roberts, D.	TPPO67	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Lemurella_culicifera", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622422	MaterialCitation	Plantae
s28519	Lepanthes similis	Asparagales	Orchidaceae	Lepanthes	similis		K	K001425088	Ekman, E.L.	3884	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Lepanthes_similis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622672	MaterialCitation	Plantae
s26249	Lepanthes urbaniana	Asparagales	Orchidaceae	Lepanthes	urbaniana		K		Ekman, E.L.	7820	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Lepanthes_urbaniana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622570	MaterialCitation	Plantae
