occurrenceID	scientificName	order	family	genus	specificEpithet	country	institutionCode	catalogNumber	recordedBy	recordNumber	dynamicProperties	associatedSequences	basisOfRecord	kingdom
s05247	Damnacanthus sp.	Gentianales	Rubiaceae	Damnacanthus	sp.	Viet Nam	K		Davis, A.P.	4028	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Damnacanthus_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5084276	MaterialCitation	Plantae
s21395	Denscantia sp.	Gentianales	Rubiaceae	Denscantia	sp.		GB		Persson	2234	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Denscantia_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622016	MaterialCitation	Plantae
s22317	Dentella repens	Gentianales	Rubiaceae	Dentella	repens		BRI	BRI AQ0865428	Bean, A.R.	32806	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Dentella_repens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599878	MaterialCitation	Plantae
s21569	Diacrodon compressus	Gentianales	Rubiaceae	Diacrodon	compressus	Brazil	K		Bolland, B.G.C.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Diacrodon_compressus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622099	MaterialCitation	Plantae
s21419	Didymosalpinx norae	Gentianales	Rubiaceae	Didymosalpinx	norae		GB				{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Didymosalpinx_norae", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622028	MaterialCitation	Plantae
s21443	Dioicodendron dioicum	Gentianales	Rubiaceae	Dioicodendron	dioicum		GB		Persson	3209	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Dioicodendron_dioicum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622040	MaterialCitation	Plantae
s07874	Diplospora dubia	Gentianales	Rubiaceae	Diplospora	dubia		K	K000062262	Yasuda, K.	1599	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Diplospora_dubia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034258	MaterialCitation	Plantae
s31590	Diplospora mollissima	Gentianales	Rubiaceae	Diplospora	mollissima						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Diplospora_mollissima", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7121910	MaterialCitation	Plantae
s06566	Discospermum malaccense	Gentianales	Rubiaceae	Discospermum	malaccense	Brunei Darussalam	K		Brun	16846	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Discospermum_malaccense", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034837	MaterialCitation	Plantae
s06559	Dolianthus montiswilhelmii	Gentianales	Rubiaceae	Dolianthus	montiswilhelmii	Papua New Guinea	K		Brass, L.J.	29838	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Dolianthus_montiswilhelmii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034835	MaterialCitation	Plantae
s07818	Dolianthus vaccinioides	Gentianales	Rubiaceae	Dolianthus	vaccinioides		K	K000062256	Craven, L.A.	2790	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Dolianthus_vaccinioides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034259	MaterialCitation	Plantae
s21467	Dolichodelphys chlorocrater	Gentianales	Rubiaceae	Dolichodelphys	chlorocrater		GB		Antonelli, A.	M889	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Dolichodelphys_chlorocrater", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622050	MaterialCitation	Plantae
s21491	Duroia valesca	Gentianales	Rubiaceae	Duroia	valesca		GB		Persson	2231	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Duroia_valesca", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622061	MaterialCitation	Plantae
s22329	Durringtonia paludosa	Gentianales	Rubiaceae	Durringtonia	paludosa		BRI	BRI AQ0559621	Stephens, K.M.	18m14	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Durringtonia_paludosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599877	MaterialCitation	Plantae
s21515	Elaeagia mariae	Gentianales	Rubiaceae	Elaeagia	mariae		GB		Persson	502	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Elaeagia_mariae", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622073	MaterialCitation	Plantae
s05249	Emmenopterys henryi	Gentianales	Rubiaceae	Emmenopterys	henryi		K	K001069437			{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Emmenopterys_henryi", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033635	MaterialCitation	Plantae
s31597	Empogona congesta	Gentianales	Rubiaceae	Empogona	congesta						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Empogona_congesta", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR9203074	MaterialCitation	Plantae
s21539	Erithalis fruticosa	Gentianales	Rubiaceae	Erithalis	fruticosa		GB		Rova	2255	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Erithalis_fruticosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622085	MaterialCitation	Plantae
s21373	Euclinia longiflora	Gentianales	Rubiaceae	Euclinia	longiflora		GB		Pettersson	0.088194444	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Euclinia_longiflora", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622005	MaterialCitation	Plantae
s21573	Eumachia abrupta	Gentianales	Rubiaceae	Eumachia	abrupta	Tanzania	K		Davis, A.P.	2924	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Eumachia_abrupta", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622101	MaterialCitation	Plantae
s21643	Eumachia kappleri	Gentianales	Rubiaceae	Eumachia	kappleri	Brazil	K	K000578183	Zappi, D.C.	921	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Eumachia_kappleri", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622134	MaterialCitation	Plantae
s21397	Eumachia microdon	Gentianales	Rubiaceae	Eumachia	microdon		GB		Persson	1319	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Eumachia_microdon", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622017	MaterialCitation	Plantae
s22745	Everistia vacciniifolia	Gentianales	Rubiaceae	Everistia	vacciniifolia		BRI	BRI AQ0941855	Forster, P.I.	45761	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Everistia_vacciniifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599868	MaterialCitation	Plantae
s21433	Exallage auricularia	Gentianales	Rubiaceae	Exallage	auricularia	Thailand	K		Iwatsuki	9544	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Exallage_auricularia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622035	MaterialCitation	Plantae
s21637	Faramea exemplaris	Gentianales	Rubiaceae	Faramea	exemplaris	Peru	K		Schunke, J.V.	12542	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Faramea_exemplaris", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622131	MaterialCitation	Plantae
s21421	Ferdinandusa sp.	Gentianales	Rubiaceae	Ferdinandusa	sp.		GB		Persson	520	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Ferdinandusa_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622029	MaterialCitation	Plantae
s21445	Feretia aeruginescens	Gentianales	Rubiaceae	Feretia	aeruginescens		GB				{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Feretia_aeruginescens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622041	MaterialCitation	Plantae
s21639	Fernelia buxifolia	Gentianales	Rubiaceae	Fernelia	buxifolia	Australia	K		RBGSydney CultivatedPlants	930059	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Fernelia_buxifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622132	MaterialCitation	Plantae
s21617	Flagenium sp.	Gentianales	Rubiaceae	Flagenium	sp.	Madagascar	K		Davis, A.P.	1206	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Flagenium_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622121	MaterialCitation	Plantae
s05294	Gaertnera rotundifolia	Gentianales	Rubiaceae	Gaertnera	rotundifolia		K		Maurin, O.	4397	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Gaertnera_rotundifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033654	MaterialCitation	Plantae
s21469	Galianthe dichotoma	Gentianales	Rubiaceae	Galianthe	dichotoma		GB		Persson	3330	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Galianthe_dichotoma", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622051	MaterialCitation	Plantae
s18315	Galium boreale	Gentianales	Rubiaceae	Galium	boreale		ALTA	132732	Deyholos, M.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Galium_boreale", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040548	MaterialCitation	Plantae
s21635	Gallienia sclerophylla	Gentianales	Rubiaceae	Gallienia	sclerophylla	Madagascar	K		Davis, A.P.	2192	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Gallienia_sclerophylla", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622130	MaterialCitation	Plantae
s31591	Gardenia jasminoides	Gentianales	Rubiaceae	Gardenia	jasminoides						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Gardenia_jasminoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR11547012	MaterialCitation	Plantae
s05250	Gardenia philastrei	Gentianales	Rubiaceae	Gardenia	philastrei	Viet Nam	K		Davis, A.P.	4055	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Gardenia_philastrei", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034755	MaterialCitation	Plantae
s21625	Geophila repens	Gentianales	Rubiaceae	Geophila	repens	Brazil	K	K000578082	Zappi, D.C.	874	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Geophila_repens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622125	MaterialCitation	Plantae
s05246	Globulostylis minor	Gentianales	Rubiaceae	Globulostylis	minor	Cameroon	K		Davis, A.P.	3007	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Globulostylis_minor", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033634	MaterialCitation	Plantae
s05892	Greenea corymbosa	Gentianales	Rubiaceae	Greenea	corymbosa		K	K001275075	Kamarudin, S.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Greenea_corymbosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033812	MaterialCitation	Plantae
s05252	Guettarda pohliana	Gentianales	Rubiaceae	Guettarda	pohliana	Brazil	K	K000578076	Sasaki, D.	1850	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Guettarda_pohliana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033636	MaterialCitation	Plantae
s22729	Guettardella ovatifolia	Gentianales	Rubiaceae	Guettardella	ovatifolia		BRI	BRI AQ0837140	Forster, P.I.	41157	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Guettardella_ovatifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599858	MaterialCitation	Plantae
s21435	Gynochthodes canthoides	Gentianales	Rubiaceae	Gynochthodes	canthoides	Australia	K		Chase, M.W.	3951	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Gynochthodes_canthoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622036	MaterialCitation	Plantae
s21943	Gynochthodes officinalis	Gentianales	Rubiaceae	Gynochthodes	officinalis						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Gynochthodes_officinalis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7263024	MaterialCitation	Plantae
s05254	Hamelia patens	Gentianales	Rubiaceae	Hamelia	patens		K		Maurin, O.	4386	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hamelia_patens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033637	MaterialCitation	Plantae
s21627	Hedstromia latifolia	Gentianales	Rubiaceae	Hedstromia	latifolia	Fiji	K		Qaro	14278	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hedstromia_latifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622126	MaterialCitation	Plantae
s21611	Hedyotis ceylanica	Gentianales	Rubiaceae	Hedyotis	ceylanica	Sri Lanka	K		Ehrendorfer	66001896	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hedyotis_ceylanica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622118	MaterialCitation	Plantae
s08184	Hedyotis sp.	Gentianales	Rubiaceae	Hedyotis	sp.	China	K				{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hedyotis_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7619225	MaterialCitation	Plantae
s21687	Heinsenia diervilleoides	Gentianales	Rubiaceae	Heinsenia	diervilleoides	Tanzania	K	K000318764	Lovett, J.	2454	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Heinsenia_diervilleoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622152	MaterialCitation	Plantae
s05255	Heinsia crinita	Gentianales	Rubiaceae	Heinsia	crinita	Cameroon	K		Davis, A.P.	3003	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Heinsia_crinita", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033638	MaterialCitation	Plantae
s05889	Henriquezia nitida	Gentianales	Rubiaceae	Henriquezia	nitida		K	K001139396	Daly, D.C.	5480	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Henriquezia_nitida", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033811	MaterialCitation	Plantae
s05981	Hillia parasitica	Gentianales	Rubiaceae	Hillia	parasitica		K	K001274103	Forzza, R.C.	3073	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hillia_parasitica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033824	MaterialCitation	Plantae
s21493	Hippotis triflora	Gentianales	Rubiaceae	Hippotis	triflora		GB		Persson	691	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hippotis_triflora", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622062	MaterialCitation	Plantae
s22819	Hodgkinsonia ovatiflora	Gentianales	Rubiaceae	Hodgkinsonia	ovatiflora		BRI	BRI AQ0951320	Shapcott, A.	shapcottHoOv4-1	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hodgkinsonia_ovatiflora", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599862	MaterialCitation	Plantae
s22137	Hydnophytum moseleyanum	Gentianales	Rubiaceae	Hydnophytum	moseleyanum		CNS	CNS 141002	Cooper, W.	2191	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hydnophytum_moseleyanum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599839	MaterialCitation	Plantae
s21517	Hydnophytum sp.	Gentianales	Rubiaceae	Hydnophytum	sp.		GB		Rova	2535	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hydnophytum_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622074	MaterialCitation	Plantae
s21507	Hymenocoleus neurodictyon	Gentianales	Rubiaceae	Hymenocoleus	neurodictyon	Ghana	K		Hall	44512	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hymenocoleus_neurodictyon", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622069	MaterialCitation	Plantae
s05256	Hymenodictyon floribundum	Gentianales	Rubiaceae	Hymenodictyon	floribundum	Ethiopia	K		Gilbert	7806	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hymenodictyon_floribundum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033639	MaterialCitation	Plantae
s21657	Hypobathrum sp.	Gentianales	Rubiaceae	Hypobathrum	sp.	Viet Nam	K		Davis, A.P.	4034	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Hypobathrum_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622139	MaterialCitation	Plantae
s05257	Isertia hypoleuca	Gentianales	Rubiaceae	Isertia	hypoleuca		K		Vasconcelos, T.	324	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Isertia_hypoleuca", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033640	MaterialCitation	Plantae
s05560	Ixora sp.	Gentianales	Rubiaceae	Ixora	sp.		K		Johns, R.J.	8287	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Ixora_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5084287	MaterialCitation	Plantae
s05978	Jackiopsis ornata	Gentianales	Rubiaceae	Jackiopsis	ornata		K	K001275094	Ambriansyah	2387	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Jackiopsis_ornata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033822	MaterialCitation	Plantae
s21541	Joosia umbellifera	Gentianales	Rubiaceae	Joosia	umbellifera		GB		Persson	698	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Joosia_umbellifera", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622086	MaterialCitation	Plantae
s05259	Jovetia humilis	Gentianales	Rubiaceae	Jovetia	humilis	Madagascar	K		Davis, A.P.	1198	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Jovetia_humilis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033641	MaterialCitation	Plantae
s21591	Kadua affinis	Gentianales	Rubiaceae	Kadua	affinis	United States of America	HAW		Cantley, J.	115	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Kadua_affinis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622109	MaterialCitation	Plantae
s06602	Kajewskiella trichantha	Gentianales	Rubiaceae	Kajewskiella	trichantha		K				{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Kajewskiella_trichantha", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034845	MaterialCitation	Plantae
s21375	Kerianthera preclara	Gentianales	Rubiaceae	Kerianthera	preclara		GB		Prance	24293	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Kerianthera_preclara", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622006	MaterialCitation	Plantae
s22305	Knoxia sumatrensis	Gentianales	Rubiaceae	Knoxia	sumatrensis		BRI	BRI AQ0915887	Kemp, J.E.	18373	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Knoxia_sumatrensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599840	MaterialCitation	Plantae
s22217	Kohautia australiensis	Gentianales	Rubiaceae	Kohautia	australiensis		DNA	DNA D0163406	Short, P.S.	5231	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Kohautia_australiensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599914	MaterialCitation	Plantae
s21641	Kraussia floribunda	Gentianales	Rubiaceae	Kraussia	floribunda	Madagascar	K				{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Kraussia_floribunda", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622133	MaterialCitation	Plantae
s21399	Kutchubaea sericantha	Gentianales	Rubiaceae	Kutchubaea	sericantha		GB		Persson	663	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Kutchubaea_sericantha", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622018	MaterialCitation	Plantae
s22623	Larsenaikia ochreata	Gentianales	Rubiaceae	Larsenaikia	ochreata		BRI	BRI AQ0980531	Powell, M.	111	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Larsenaikia_ochreata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599869	MaterialCitation	Plantae
s21589	Larsenaikia sp.	Gentianales	Rubiaceae	Larsenaikia	sp.	Australia	BRI		Forster, P.I.	31461	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Larsenaikia_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622108	MaterialCitation	Plantae
s22115	Lasianthus chlorocarpus	Gentianales	Rubiaceae	Lasianthus	chlorocarpus		CNS	CNS 142713	Stuart, S.A.	1913	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Lasianthus_chlorocarpus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599841	MaterialCitation	Plantae
s21409	Lelya osteocarpa	Gentianales	Rubiaceae	Lelya	osteocarpa	Malawi	K		Thompson	5482	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Lelya_osteocarpa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622023	MaterialCitation	Plantae
s21673	Lemyrea sp.	Gentianales	Rubiaceae	Lemyrea	sp.	Madagascar	K		Davis, A.P.	1070	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Lemyrea_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622145	MaterialCitation	Plantae
s24579	Leptodermis oblonga	Gentianales	Rubiaceae	Leptodermis	oblonga						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Leptodermis_oblonga", "phyloTreeFileName": "global_tree_renamed.nex"}]}		MaterialCitation	Plantae
s21387	Leptodermis potaninii	Gentianales	Rubiaceae	Leptodermis	potaninii	China	K		Chase, M.W.	2916	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Leptodermis_potaninii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622012	MaterialCitation	Plantae
s26433	Leptostigma reptans	Gentianales	Rubiaceae	Leptostigma	reptans		AD	AD232379	Duval, D.J.	1767	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Leptostigma_reptans", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599760	MaterialCitation	Plantae
s31593	Luculia gratissima	Gentianales	Rubiaceae	Luculia	gratissima						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Luculia_gratissima", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR12328867	MaterialCitation	Plantae
s05309	Luculia pinceana	Gentianales	Rubiaceae	Luculia	pinceana		K		Brewer, G.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Luculia_pinceana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033658	MaterialCitation	Plantae
